rank,boxer,score
863,Ron Drinkwater,0.0001
864,Matt Ross,0.0001
865,Frank Kingston Smith,0.0001
866,Walter Haines,0.0001
867,Peter Fuller,0.0001
868,Jerry Huston Jr,0.0001
869,Larry D Rice,0.0001
870,Gerald Noble,0.0001
871,Antonio Inoki,0.0001
872,Jose Miguel Agrelot,0.0001
873,"Clifford ""Randy"" Stephens",0.0001
874,Bill Cunningham,0.0001
875,Robert Blackwell,0.0001
876,Johnny Hudson,0.0001
877,Boston Almon,0.0001
878,Ron Gentry,0.0001
879,"Roy ""Cookie"" Wallace",0.0001
880,John Jordan,0.0001
881,Jimmy Wingfield,0.0001
882,Charlie Boston,0.0001
883,Paul Raymond,0.0001
884,Ray Anderson,0.0001
885,Doug Kirk,0.0001
886,Cliff McDonald,0.0001
887,Gary Dee,0.0001
888,Rodney Greene,0.0001
889,Terry Daniels,0.0001
890,Amos Johnson,0.0001
891,Gregorio Peralta,0.0001
892,Ba Sounkalo,0.0001
893,Rudy Clay,0.0001
894,Charley James,0.0001
895,Billy Ryan,0.0001
896,Eddie Jones,0.0001
897,Lonnie Bennett,0.0001
898,Al Migliorato,0.0001
899,Jeff Merritt,0.0001
900,Miguel Angel Paez,0.0001
901,James Summerville,0.0001
902,Cliff Field,0.0001
903,Graham Sines,0.0001
904,Johnny Frankham,0.0001
905,Eddie Brooks,0.0001
906,Lancer Johnson,0.0001
907,Rufus Braswell,0.0001
908,JD McCauley,0.0001
909,George Hill,0.0001
910,Johnny Hudgins,0.0001
911,Orvill Qualls,0.0001
912,"Al ""Blue"" Lewis",0.0001
913,Cody Jones,0.0001
914,Ingemar Johansson,0.0001
915,Francisco Reyes,0.0001
916,Jorge Cardenas,0.0001
917,Richard Andrews,0.0001
918,Jonathan Garcia,0.0001
919,Juan Carlos Salgado,0.0001
920,Julio Cesar Miranda,0.0001
921,Wilfredo Rivera,0.0001
922,Santos Cardona,0.0001
923,Freddie Pendleton,0.0001
924,Roger Mayweather,0.0001
925,Tony Martin,0.0001
926,Rodney Moore,0.0001
927,Oba Carr,0.0001
928,Darryl Tyson,0.0001
929,Rafael Ruelas,0.0001
930,Carl Griffith,0.0001
931,Dumont Welliver,0.0001
932,Armando Robles,0.0001
933,Jeffrey Resto,0.0001
934,Wayne Martell,0.0001
935,Juan Carlos Rodriguez,0.0001
936,Frank Houghtaling,0.0001
937,Charles Murray,0.0001
938,Søren Søndergaard,0.0001
939,Francisco Cuesta,0.0001
940,Louis Veader,0.0001
941,Ricky Meyers,0.0001
942,Anthony Fletcher,0.0001
943,Bruce Williams,0.0001
944,Romulo Koasicha,0.0001
945,Giovanni Caro,0.0001
946,James Kirkland,0.0001
947,Ulises Solis,0.0001
948,Juan Carlos Reveco,0.0001
949,Michael Arango,0.0001
950,Jaidon Codrington,0.0001
951,Sergio Torres,0.0001
952,Jonatan Romero,0.0001
953,Manoocha Salari,0.0001
954,Juan Jose Landaeta,0.0001
955,Randy Petalcorin,0.0001
956,Walberto Ramos,0.0001
957,Hozumi Hasegawa,0.0001
958,Daniel Rosas,0.0001
959,Yuki Chinen,0.0001
960,Denver Cuello,0.0001
961,Reynaldo Cajina,0.0001
962,Sharmba Mitchell,0.0001
963,Henry Bruseles,0.0001
964,Phillip Ndou,0.0001
965,Victoriano Sosa,0.0001
966,Jose Luis Castillo,0.0001
967,Jesus Chavez,0.0001
968,Gregorio Vargas,0.0001
969,Justin Juuko,0.0001
970,Tony Pep,0.0001
971,Gustavo Cuello,0.0001
972,Miguel Melo,0.0001
973,Sam Girard,0.0001
974,Hector Arroyo,0.0001
975,Louie Leija,0.0001
976,Jesus Roberto Chavez,0.0001
977,Larry OShields,0.0001
978,Tony Duran,0.0001
979,Kino Rodriguez,0.0001
980,Jerry Cooper,0.0001
981,Reggie Sanders,0.0001
982,Roberto Apodaca,0.0001
983,Tanawat Phonnaku,0.0001
984,Antonio Valencia,0.0001
985,Adrian Tellez,0.0001
986,Eduardo Becerril,0.0001
987,Diego Armando Santana,0.0001
988,Jin Sasaki,0.0001
989,Derrieck Cuevas,0.0001
990,Oscar Martinez,0.0001
991,Xolisani Ndongeni,0.0001
992,Sean McComb,0.0001
993,Giovani Santillan,0.0001
994,Quinton Randall,0.0001
995,Jesus Antonio Perez Campos,0.0001
996,Rodrigo Damian Coria,0.0001
997,Danielito Zorrilla,0.0001
998,Roque Agustin Junco,0.0001
999,Tony Luis,0.0001
1000,Juan Rodriguez Jr,0.0001
1001,Flavio Rodriguez,0.0001
1002,Evincii Dixon,0.0001
1003,Mike Alvarado,0.0001
1004,William Silva,0.0001
1005,Ricky Sismundo,0.0001
1006,Kevin Womack Jr,0.0001
1007,Justino Rivera Meza,0.0001
1008,Jorge Babuca Watanabe,0.0001
1009,Manuel Damairias Lopez,0.0001
1010,Luis Solis,0.0001
1011,Mike Reed,0.0001
1012,Odilon Rivera Meza,0.0001
1013,Jesus Soto Gonzalez,0.0001
1014,Miguel Robinson Salmeron,0.0001
1015,Dario Medina Talavera,0.0001
1016,Zeus Valenzuela,0.0001
1017,Carlos Bacasegua Luzania,0.0001
1018,Jose Luis Leal,0.0001
1019,Luis Romero,0.0001
1020,Kire Lucas,0.0001
1021,Jonathan Chicas,0.0001
1022,Markus Morris,0.0001
1023,Johnny Rodriguez,0.0001
1024,Martin Angel Martinez,0.0001
1025,John David Charles,0.0001
1026,John Nater,0.0001
1027,Maximilliano Becerra,0.0001
1028,Robbie Cannon,0.0001
1029,Brandon Adams,0.0001
1030,Lionel Jimenez,0.0001
1031,Rony Oscar Alvarado,0.0001
1032,James Harrison,0.0001
1033,Taif Harris,0.0001
1034,Samuel Garcia,0.0001
1035,Ricardo Ramos,0.0001
1036,Douglas Rosales,0.0001
1037,Vicente Guzman,0.0001
1038,Gustavo Lopez,0.0001
1039,Kai Kamaka III,0.0001
1040,Jared Gordon,0.0001
1041,TJ Brown,0.0001
1042,Dylan Cala,0.0001
1043,Felipe Vargas,0.0
1044,Leandro Magalhaes,0.0
1045,Adi Alic,0.0
1046,Jason Soares,0.0
1047,John De Jesus,0.0
1048,Anderson Hutchinson,0.0
1049,Chino Duran,0.0
1050,Jordan Parsons,0.0
1051,Humberto Rodriguez,0.0
1052,Justin Steave,0.0
1053,Casey Phelps,0.0
1054,Nelson Lopez,0.0
1055,Patrick Goossen,0.0
1056,David Radford,0.0
1057,Mike Culbert,0.0
1058,Ariel Cruz,0.0
1059,Ray Domenge,0.0
1060,Wilbur Garst,0.0
1061,Roni Martinez,0.0
1062,Heath Todd,0.0
1063,Terry Thomas,0.0
1064,Carlos Montero,0.0
1065,Tony Menefee,0.0
1066,Sean Fitzgerald,0.0
1067,Jacques LeBlanc,0.0
1068,Ken Hulsey,0.0
1069,Tony Biglen,0.0
1070,Jeff Lanas,0.0
1071,Paul Thorn,0.0
1072,Ricky Stackhouse,0.0
1073,Juan Carlos Gimenez,0.0
1074,Victor Claudio,0.0
1075,Jorge Suero,0.0
1076,Manuel Zambrano,0.0
1077,Jose Cuevas,0.0
1078,Jimmy Batten,0.0
1079,Luigi Minchillo,0.0
1080,Nino Gonzalez,0.0
1081,Wellington Wheatley,0.0
1082,Joseph Nsubuga,0.0
1083,Zeferino Gonzalez,0.0
1084,Carlos Palomino,0.0
1085,Jimmy Heair,0.0
1086,Monroe Brooks,0.0
1087,Ezequiel Obando,0.0
1088,Adolfo Viruet,0.0
1089,Edwin Viruet,0.0
1090,Bernardo Diaz,0.0
1091,Javier Muniz,0.0
1092,Alvaro Rojas,0.0
1093,Emiliano Villa,0.0
1094,Lou Bizzarro,0.0
1095,Saoul Mamby,0.0
1096,Leoncio Ortiz,0.0
1097,Alirio Acuna,0.0
1098,Pepe El Toro,0.0
1099,Jose Peterson,0.0
1100,Ray Lampkin,0.0
1101,Andres Salgado,0.0
1102,Masataka Takayama,0.0
1103,Adalberto Vanegas,0.0
1104,Jose Vasquez,0.0
1105,Hector Matta,0.0
1106,Flash Gallego,0.0
1107,Armando Mendoza,0.0
1108,Leonard Tavarez,0.0
1109,Tony Garcia,0.0
1110,Guts Ishimatsu,0.0
1111,Doc McClendon,0.0
1112,Hector Thompson,0.0
1113,Gerardo Ferrat,0.0
1114,Javier Ayala,0.0
1115,Juan Medina,0.0
1116,Jimmy Robertson,0.0
1117,Lupe Ramirez,0.0
1118,Greg Potter,0.0
1119,Francisco Munoz,0.0
1120,Angel Robinson Garcia,0.0
1121,Hiroshi Kobayashi,0.0
1122,Benny Huertas,0.0
1123,Fermin Soto,0.0
1124,Lloyd Marshall,0.0
1125,Jose Acosta,0.0
1126,Jose Angel Herrera,0.0
1127,Ignacio Castaneda,0.0
1128,Marvin Castaneda,0.0
1129,Clemente Mucino,0.0
1130,Felipe Torres,0.0
1131,Luis Patino,0.0
1132,Serafin Garcia,0.0
1133,Adolfo Osses,0.0
1134,Jacinto Garcia,0.0
1135,Eduardo Frutos,0.0
1136,Alberto Brand,0.0
1137,Carlos Howard,0.0
1138,Juan Gondola,0.0
1139,Cesar De Leon,0.0
1140,Leroy Carghill,0.0
1141,Enrique Jacobo,0.0
1142,Eduardo Morales,0.0
1143,Manuel Jimenez,0.0
1144,Carlos Mendoza,0.0
1145,Alfredo Evangelista,0.0
1146,Richard Dunn,0.0
1147,Jean-Pierre Coopman,0.0
1148,Ron Lyle,0.0
1149,Chuck Wepner,0.0
1150,Rudie Lubbers,0.0
1151,Floyd Patterson,0.0
1152,Alvin Lewis,0.0
1153,Jerry Quarry,0.0
1154,George Chuvalo,0.0
1155,Mac Foster,0.0
1156,Jurgen Blin,0.0
1157,Buster Mathis,0.0
1158,Oscar Bonavena,0.0
1159,Cleveland Williams,0.0
1160,Brian London,0.0
1161,Henry Cooper,0.0
1162,Charlie Powell,0.0
1163,Archie Moore,0.0
1164,Alejandro Lavorante,0.0
1165,Billy Daniels,0.0
1166,George Logan,0.0
1167,Don Warner,0.0
1168,Sonny Banks,0.0
1169,Willi Besmanoff,0.0
1170,Alex Miteff,0.0
1171,Duke Sabedong,0.0
1172,LaMar Clark,0.0
1173,Donnie Fleeman,0.0
1174,Jim Robinson,0.0
1175,Tony Esperti,0.0
1176,Herb Siler,0.0
1177,Tunney Hunsaker,0.0
1178,Buddy Wolff,0.0
1179,Kenny Jay,0.0
1180,Conor McGregor,0.0
1181,Carlos Baldomir,0.0
1182,Arturo Gatti,0.0
1183,DeMarcus Corley,0.0
1184,Carlos Hernandez,0.0
1185,Diego Corrales,0.0
1186,Emanuel Augustus,0.0
1187,Carlos Gerena,0.0
1188,Carlos Rios,0.0
1189,Angel Manfredy,0.0
1190,Angelo Nunez,0.0
1191,Felipe Garcia,0.0
1192,Bobby Giepert,0.0
1193,Edgar Ayala,0.0
1194,John Gotti III,0.0
1195,Deji Olatunji,0.0
1196,Logan Paul,0.0
1197,Rodrigo Valdez,0.0
1198,Gratien Tonna,0.0
1199,Roy Dale,0.0
1200,Tom Bogs,0.0
1201,Fraser Scott,0.0
1202,Roy Lee,0.0
1203,Domingo Guerrero,0.0
1204,Charley Austin,0.0
1205,Santiago Rosa,0.0
1206,Eddie Pace,0.0
1207,Adolfo Jorge Cardozo,0.0
1208,Carlos Estrada,0.0
1209,Harold Richardson,0.0
1210,Mario Taborda,0.0
1211,Ruben Orrico,0.0
1212,Johnny Brooks,0.0
1213,Doug Huntley,0.0
1214,Benito Sanchez,0.0
1215,Tito Marshall,0.0
1216,Ramon D Rocha,0.0
1217,Angel Alberto Coria,0.0
1218,Osvaldo Marino,0.0
1219,Eudoro Robledo,0.0
1220,Marcelo Farias,0.0
1221,Luis Antonio Pereyra,0.0
1222,Ismael Hamze,0.0
1223,Norberto Juncos,0.0
1224,Gregorio Gomez,0.0
1225,Alberto Retondo,0.0
1226,Anibal Cordoba,0.0
1227,Francisco Gilabert,0.0
1228,Francisco Olea,0.0
1229,Americo Vacca,0.0
1230,Juan Carlos Diaz,0.0
1231,Walter Villa,0.0
1232,Roberto Eduardo Carabajal,0.0
1233,Rene Sosa,0.0
1234,Lisandro Guzman,0.0
1235,Andres Cejas,0.0
1236,Jose N Rodriguez,0.0
1237,Raul Elio Rivas,0.0
1238,Mario Suarez,0.0
1239,Ramon Montenegro,0.0
1240,Donny Lalonde,0.0
1241,Kevin Howard,0.0
1242,Bruce Finch,0.0
1243,Ayub Kalule,0.0
1244,Larry Bonds,0.0
1245,Dave Boy Green,0.0
1246,Andy Price,0.0
1247,Pete Ranzany,0.0
1248,Tony Chiaverini,0.0
1249,Marcos Geraldo,0.0
1250,Daniel Aldo Gonzalez,0.0
1251,Johnny Gant,0.0
1252,Armando Muniz,0.0
1253,Bernardo Prada,0.0
1254,Randy Shields,0.0
1255,Floyd Mayweather Sr,0.0
1256,Dicky Eklund,0.0
1257,Rafael Rodriguez,0.0
1258,Randy Milton,0.0
1259,Bobby Haymon,0.0
1260,Art McKnight,0.0
1261,Rocky Ramon,0.0
1262,Hector Diaz,0.0
1263,Augustin Estrada,0.0
1264,Frank Santore,0.0
1265,Vinnie DeBarros,0.0
1266,Willie Rodriguez,0.0
1267,Luis Vega,0.0
1268,Adrien Broner,0.0
1269,Jessie Vargas,0.0
1270,Brandon Rios,0.0
1271,Joshua Clottey,0.0
1272,Jorge Solis,0.0
1273,Oscar Larios,0.0
1274,Hector Velazquez,0.0
1275,Narongrit Pirang,0.0
1276,Emmanuel Lucero,0.0
1277,Serikzhan Yeshmagambetov,0.0
1278,Fahprakorb Rakkiatgym,0.0
1279,Jorge Eliecer Julio,0.0
1280,Lehlohonolo Ledwaba,0.0
1281,Foijan Prawet,0.0
1282,Tetsutora Senrima,0.0
1283,Nedal Hussein,0.0
1284,Seung-Kon Chae,0.0
1285,Arnel Barotillo,0.0
1286,Gabriel Mira,0.0
1287,Todd Makelim,0.0
1288,Chatchai Sasakul,0.0
1289,Shin Terao,0.0
1290,Narong Datchthuyawat,0.0
1291,Melvin Magramo,0.0
1292,Chokchai Chockvivat,0.0
1293,Ariel Austria,0.0
1294,Wook-Ki Lee,0.0
1295,Mike Luna,0.0
1296,Sung-Yul Lee,0.0
1297,Ippo Gala,0.0
1298,Bert Batiller,0.0
1299,John Medina,0.0
1300,Marlon Carillo,0.0
1301,Lito Torrejos,0.0
1302,Rolando Toyogon,0.0
1303,Renato Mendones,0.0
1304,Lolito Laroa,0.0
1305,Armando Rocil,0.0
1306,Acasio Simbajon,0.0
1307,Dele Desierto,0.0
1308,Rocky Palma,0.0
1309,Pinoy Montejo,0.0
1310,Edmund Enting Ignacio,0.0
1311,Diosbelys Hurtado,0.0
1312,Jake Rodriguez,0.0
1313,Gary Jacobs,0.0
1314,Julio Cesar Vasquez,0.0
1315,James McGirt,0.0
1316,Ben Baez,0.0
1317,Rafael Pineda,0.0
1318,Jerry Smith,0.0
1319,Harold Brazier,0.0
1320,Jorge Paez,0.0
1321,Poli Diaz,0.0
1322,Anthony Jones,0.0
1323,Benjie Marquez,0.0
1324,Martin Galvan,0.0
1325,Louie Lomeli,0.0
1326,Antonio Carter,0.0
1327,Davey Montana,0.0
1328,Miguel Santana,0.0
1329,Jim Flores,0.0
1330,Rafael Williams,0.0
1331,John Montes,0.0
1332,Jesus De la Cruz,0.0
1333,Teddy Hatfield,0.0
1334,John Senegal,0.0
1335,Nick Parker,0.0
1336,Mike Golden,0.0
1337,Danny Avery,0.0
1338,Farrain Comeaux,0.0
1339,Ivan Robinson,0.0
1340,Buck Smith,0.0
1341,Marty Jakubowski,0.0
1342,Verdell Smith,0.0
1343,Ken Sigurani,0.0
1344,Larry LaCoursiere,0.0
1345,Joey Gamache,0.0
1346,David Kamau,0.0
1347,Craig Houk,0.0
1348,Giovanni Parisi,0.0
1349,Tony Lopez,0.0
1350,Andy Holligan,0.0
1351,Mike Powell,0.0
1352,Terrence Alli,0.0
1353,Silvio Walter Rojas,0.0
1354,Bruce Pearson,0.0
1355,Frankie Mitchell,0.0
1356,Juan Soberanes Ramos,0.0
1357,Ignacio Perdomo,0.0
1358,Jorge Alberto Melian,0.0
1359,Lonnie Smith,0.0
1360,Tommy Small,0.0
1361,John Duplessis,0.0
1362,Kyung-Duk Ahn,0.0
1363,Jaime Balboa,0.0
1364,Russell Mosley,0.0
1365,Akwei Addo,0.0
1366,Alberto de las Mercedes Cortes,0.0
1367,Sammy Fuentes,0.0
1368,Ramon Aramburu,0.0
1369,Rodolfo Batta,0.0
1370,Kenny Vice,0.0
1371,Rafael Limon,0.0
1372,Rodolfo Aguilar,0.0
1373,Nicky Perez,0.0
1374,Danilo Cabrera,0.0
1375,Francisco Tomas Da Cruz,0.0
1376,Juan Laporte,0.0
1377,Rocky Lockridge,0.0
1378,Refugio Rojas,0.0
1379,Faustino Martires Barrios,0.0
1380,Roberto Collins Lindo,0.0
1381,Jeff Bumpus,0.0
1382,Dwight Pratchett,0.0
1383,Ruben Castillo,0.0
1384,Delfino Mendoza,0.0
1385,Ramon Avitia,0.0
1386,Armando Flores,0.0
1387,Adriano Arreola,0.0
1388,Benjamin Abarca,0.0
1389,Romero Sandoval,0.0
1390,Javier Fragoso,0.0
1391,Ernesto Herrera,0.0
1392,Othoniel Lopez,0.0
1393,Jerry Lewis,0.0
1394,Jose Resendez,0.0
1395,Santos Rodriguez,0.0
1396,Gustavo Salgado,0.0
1397,Juan Carlos Alvarado,0.0
1398,Benny Abarca,0.0
1399,Johnny Jensen,0.0
1400,Carlos Bryant,0.0
1401,Ramon Peraza,0.0
1402,Jesus Garcia,0.0
1403,Ramon Luque,0.0
1404,Manuel Vasquez,0.0
1405,Jose Angel Medina,0.0
1406,Jorge Ramirez,0.0
1407,Daniel Felizardo,0.0
1408,Jesus Cuate Lara,0.0
1409,Daniel Martinez,0.0
1410,Fidel Navarro,0.0
1411,Victor Gamez,0.0
1412,Eduardo Lalo Acosta,0.0
1413,Miguel Ruiz,0.0
1414,Julio Gaxiola,0.0
1415,Roberto Flores,0.0
1416,Andres Felix,0.0
1417,Miguel Cebrero,0.0
1418,Tito Geraldo,0.0
1419,Roberto Garcia,0.0
1420,Ramon Flores,0.0
1421,Fidencio Cebreros,0.0
1422,Christy Elliott,0.0
1423,Frank Reiche,0.0
1424,Dino Del Cid,0.0
1425,Jose Roberto Chirino,0.0
1426,Leo Saenz,0.0
1427,Renato Garcia,0.0
1428,Joe DeNucci,0.0
1429,Ernie Lopez,0.0
1430,Jacques Kechichian,0.0
1431,Danny McAloon,0.0
1432,Juan Ramos,0.0
1433,Nate Collins,0.0
1434,Danny Perez,0.0
1435,Carlos Marks,0.0
1436,Dick DiVeronica,0.0
1437,Andy Heilman,0.0
1438,Gypsy Joe Harris,0.0
1439,Remo Golfarini,0.0
1440,Harry Scott,0.0
1441,Gabe Terronez,0.0
1442,Jose Stable,0.0
1443,Dave Charnley,0.0
1444,Brian Curvis,0.0
1445,Stan Harrington,0.0
1446,Ralph Dupas,0.0
1447,Jose Monon Gonzalez,0.0
1448,Holly Mims,0.0
1449,Christian Christensen,0.0
1450,Ted Wright,0.0
1451,Johnny Torres,0.0
1452,Isaac Logart,0.0
1453,Stanford Bulla,0.0
1454,Yama Bahama,0.0
1455,Gaspar Ortega,0.0
1456,Willie Toweel,0.0
1457,Florentino Fernandez,0.0
1458,Roberto Pena,0.0
1459,Ray Lancaster,0.0
1460,Kid Fichique,0.0
1461,Willie Stevenson,0.0
1462,Mel Barker,0.0
1463,Bobby Shell,0.0
1464,Barry Allison,0.0
1465,Willie Joe Johnson,0.0
1466,Gaylord Barnes,0.0
1467,Larry Jones,0.0
1468,Sergio Rios,0.0
1469,Artie Cunningham,0.0
1470,Tommy Leaks,0.0
1471,Bruce Gibson,0.0
1472,Joe Parham,0.0
1473,Jorge Palomares,0.0
1474,Billy Costello,0.0
1475,Pat Jefferson,0.0
1476,Claude Noel,0.0
1477,Kevin Rooney,0.0
1478,Andrew Ganigan,0.0
1479,James Busceme,0.0
1480,Roberto Elizondo,0.0
1481,Ray Mancini,0.0
1482,Robert Vasquez,0.0
1483,Cornelius Boza-Edwards,0.0
1484,Rolando Navarrete,0.0
1485,Gerald Hayes,0.0
1486,Alfredo Escalera,0.0
1487,Arturo Leon,0.0
1488,Diego Alcala,0.0
1489,Rey Tam,0.0
1490,Mario Mendez,0.0
1491,Enrique Solis,0.0
1492,Jerome Artis,0.0
1493,Benjamin Ortiz,0.0
1494,Ezequiel Sanchez,0.0
1495,Alberto Herrera,0.0
1496,Godfrey Stevens,0.0
1497,Salvador Torres,0.0
1498,Modesto Concepcion,0.0
1499,Jose Torres,0.0
1500,Saul Montana,0.0
1501,Royal Kobayashi,0.0
1502,Rosalio Muro,0.0
1503,Rigoberto Riasco,0.0
1504,Oscar Aparicio,0.0
1505,Otoniel Martinez,0.0
1506,Enrique Garcia,0.0
1507,Raul Martinez Mora,0.0
1508,Jose Legra,0.0
1509,Sigfrido Rodriguez,0.0
1510,Nacho Lomeli,0.0
1511,Octavio Gomez,0.0
1512,Kid Pascualito,0.0
1513,Magallo Lozada,0.0
1514,Rafael Gonzalez,0.0
1515,Memo Ortiz,0.0
1516,Memo Barrera,0.0
1517,Jorge Benitez,0.0
1518,Vicente Worrel Jr,0.0
1519,Reynaldo Mendoza,0.0
1520,Emilio Buitrago,0.0
1521,Catalino Alvarado,0.0
1522,Marcial Loyola,0.0
1523,Kid Chapula,0.0
1524,Mauricio Buitrago,0.0
1525,Antonio Quiroz,0.0
1526,Armando Figueroa,0.0
1527,Julio Morales,0.0
1528,Jose Urbina,0.0
1529,Mario Bojorque,0.0
1530,Marcelino Beckles,0.0
1531,Burrito Martinez,0.0
1532,Israel Medina,0.0
1533,Juan Antonio Lopez,0.0
1534,Jose Antonio Jimenez,0.0
1535,Pasqualino Morbidelli,0.0
1536,Michel Lefevbre,0.0
1537,Enzo Farinelli,0.0
1538,Niliberto Herrera,0.0
1539,Frankie Crawford,0.0
1540,Djiemai Belhadri,0.0
1541,Shig Fukuyama,0.0
1542,Jose Bisbal,0.0
1543,Felix Figueroa,0.0
1544,Robert Porcel,0.0
1545,Tony Jumao-As,0.0
1546,Domenico Chiloiro,0.0
1547,Jerry Stokes,0.0
1548,Giovanni Girgenti,0.0
1549,Roberto Wong,0.0
1550,Nevio Carbi,0.0
1551,Rudy Corona,0.0
1552,Bernardo Caraballo,0.0
1553,Johnny Jamito,0.0
1554,Katsutoshi Aoki,0.0
1555,Jose Medel,0.0
1556,Herman Marques,0.0
1557,Johnny Caldwell,0.0
1558,Ramon Arias,0.0
1559,Sadao Yaoita,0.0
1560,Sugar Ray,0.0
1561,Piero Rollo,0.0
1562,Billy Peacock,0.0
1563,Eloy Sanchez,0.0
1564,Ricardo Moreno,0.0
1565,Claudio Barrientos,0.0
1566,Danny Kid,0.0
1567,Giovanni Zuddas,0.0
1568,Angel Bustos,0.0
1569,Salustiano Suarez,0.0
1570,Leo Espinosa,0.0
1571,Aniceto Pereyra,0.0
1572,Roberto Castro,0.0
1573,Jose Smecca,0.0
1574,Jose Casas,0.0
1575,Roberto Olmedo,0.0
1576,Juan Carlos Acebal,0.0
1577,German Escudero,0.0
1578,Cristobal Gabisans,0.0
1579,Avelino Romero,0.0
1580,Adolfo Ramon Pendas,0.0
1581,Luis Angel Jimenez,0.0
1582,Raul Jaime,0.0
1583,Juan Gonzalez,0.0
1584,Osvaldo Perez,0.0
1585,Raul Lopez,0.0
1586,John Mugabi,0.0
1587,Juan Roldan,0.0
1588,Wilford Scypion,0.0
1589,Tony Sibson,0.0
1590,Fulgencio Obelmejias,0.0
1591,William Lee,0.0
1592,Norberto Rufino Cabrera,0.0
1593,Jamie Thomas,0.0
1594,Bob Patterson,0.0
1595,Willie Warren,0.0
1596,Kevin Finnegan,0.0
1597,Doug Demmings,0.0
1598,Mike Colbert,0.0
1599,Jim Henry,0.0
1600,Ray Phillips,0.0
1601,Roy Jones Sr,0.0
1602,Reggie Ford,0.0
1603,George Davis,0.0
1604,Eugene Hart,0.0
1605,DC Walker,0.0
1606,Bob Smith,0.0
1607,Matt Donovan,0.0
1608,Johnny Baldwin,0.0
1609,Lamont Lovelady,0.0
1610,Jesse Bender,0.0
1611,Jimmy Owens,0.0
1612,Joey Blair,0.0
1613,Dornell Wigfall,0.0
1614,George Green,0.0
1615,Morris Jordan,0.0
1616,Peachy Davis,0.0
1617,Bobby Williams,0.0
1618,Curtis Phillips,0.0
1619,James Redford,0.0
1620,Tracy Morrison,0.0
1621,Bob Harrington,0.0
1622,Manny Freitas,0.0
1623,Cocoa Kid,0.0
1624,Cove Green,0.0
1625,Muhammed Smith,0.0
1626,Sonny Williams,0.0
1627,Terry Ryan,0.0
1628,Bobby Gunn,0.0
1629,Eric Watkins,0.0
1630,Paul Vasquez,0.0
1631,Hany Atiyo,0.0
1632,Courtney Fry,0.0
1633,Paweł Głazewski,0.0
1634,Max Alexander,0.0
1635,Jeff Lacy,0.0
1636,Anthony Hanshaw,0.0
1637,Prince Badi Ajamu,0.0
1638,Glen Kelly,0.0
1639,Richard Hall,0.0
1640,David Telesco,0.0
1641,Reggie Johnson,0.0
1642,Richard Frazier,0.0
1643,Otis Grant,0.0
1644,Lou Del Valle,0.0
1645,Bryant Brannon,0.0
1646,Eric Lucas,0.0
1647,Antoine Byrd,0.0
1648,Fermin Chirino,0.0
1649,Glenn Wolfe,0.0
1650,Percy Harris,0.0
1651,Glenn Thomas,0.0
1652,Art Serwano,0.0
1653,Lester Yarbrough,0.0
1654,Kevin Daigle,0.0
1655,Eddie Evans,0.0
1656,Reggie Miller,0.0
1657,Rollin Williams,0.0
1658,Ron Johnson,0.0
1659,Knox Brown,0.0
1660,Billy Mitchem,0.0
1661,Joe Edens,0.0
1662,David McCluskey,0.0
1663,Ron Amundsen,0.0
1664,Ricky Randall,0.0
1665,Francois Botha,0.0
1666,Lou Savarese,0.0
1667,Vinny Maddalone,0.0
1668,Fres Oquendo,0.0
1669,Jeremy Bates,0.0
1670,Vaughn Bean,0.0
1671,Bobby Czyz,0.0
1672,Ray Mercer,0.0
1673,Alex Stewart,0.0
1674,Bert Cooper,0.0
1675,Seamus McDonagh,0.0
1676,Adilson Rodrigues,0.0
1677,Pinklon Thomas,0.0
1678,Ossie Ocasio,0.0
1679,Ricky Parkey,0.0
1680,Henry Tillman,0.0
1681,Mike Brothers,0.0
1682,Jesse Shelby,0.0
1683,Chisanda Mutti,0.0
1684,Anthony Davis,0.0
1685,Jeff Meachem,0.0
1686,Rick Myers,0.0
1687,Tyrone Booze,0.0
1688,Mark Rivera,0.0
1689,Fred Brown,0.0
1690,Eric Winbush,0.0
1691,Lionel Byarm,0.0
1692,Jorge Garcia,0.0
1693,Pat Cowdell,0.0
1694,Roberto Castanon,0.0
1695,Patrick Ford,0.0
1696,Richard Rozelle,0.0
1697,Felix Trinidad Sr,0.0
1698,Fel Clemente,0.0
1699,James Martinez,0.0
1700,Carlos Mimila,0.0
1701,Jose Santana,0.0
1702,Edwin Alarcon,0.0
1703,Francisco Ponce,0.0
1704,Hector Cortez,0.0
1705,Jose Sanchez,0.0
1706,Eliseo Cosme,0.0
1707,Jose Luis Soto,0.0
1708,Rosalio Badillo,0.0
1709,Antonio Leon,0.0
1710,Joel Valdez,0.0
1711,Pedro Sandoval,0.0
1712,Fidel Trejo,0.0
1713,Jose Chavez,0.0
1714,Serafin Isidro Pacheco,0.0
1715,Javier Solis,0.0
1716,Juan Granados,0.0
1717,Candido Sandoval,0.0
1718,Cesar Lopez,0.0
1719,Victor Martinez,0.0
1720,Miguel Ortiz,0.0
1721,Al Gardeno,0.0
1722,Shannon Landberg,0.0
1723,John Long,0.0
1724,Nate Miller,0.0
1725,Jay Snyder,0.0
1726,Ed Dalton,0.0
1727,Karl Willis,0.0
1728,Earl Butler,0.0
1729,Lenny LaPaglia,0.0
1730,Freddie Delgado,0.0
